condition	subject	session	cycle	trial	test	stimulus	category	response	dangerous	nutricious	correct	cumulative	RT
1	8	2	3	79	0	10111.jpg	4	3	1	1	0	2900	5261
1	8	2	3	80	0	11110.jpg	4	4	1	1	1	3000	5242
1	8	2	3	81	0	01000.jpg	1	2	0	0	0	2900	3528
1	8	2	3	82	0	10000.jpg	1	1	0	0	1	3000	6356
1	8	2	3	83	0	01001.jpg	1	2	0	0	0	2900	3822
1	8	2	3	84	0	01110.jpg	4	4	1	1	1	3000	6446
1	8	2	3	85	0	10110.jpg	4	3	1	1	0	2900	2881
1	8	2	3	86	0	11100.jpg	2	2	0	1	1	3000	5702
1	8	2	3	87	0	11011.jpg	4	4	1	1	1	3100	5594
1	8	2	3	88	0	00100.jpg	1	1	0	0	1	3200	11883
1	8	2	3	89	0	01011.jpg	3	4	1	0	0	3100	4410
1	8	2	3	90	0	10011.jpg	3	3	1	0	1	3200	5672
1	8	2	3	91	0	11100.jpg	2	2	0	1	1	3300	6576
1	8	2	3	92	0	10010.jpg	3	3	1	0	1	3400	4673
1	8	2	3	93	0	01111.jpg	4	4	1	1	1	3500	5377
1	8	2	3	94	0	10011.jpg	3	3	1	0	1	3600	2129
1	8	2	3	95	0	10001.jpg	1	1	0	0	1	3700	8229
1	8	2	3	96	0	00000.jpg	1	1	0	0	1	3800	11068
1	8	2	0	97	1	10101pt.jpg	1	1	0	0	0	3800	11068
1	8	2	0	98	1	00101pt.jpg	1	1	0	0	1	3800	11068
1	8	2	0	99	1	11011pt.jpg	1	1	0	0	1	3800	11068
1	8	2	0	100	1	11110pt.jpg	1	1	0	0	0	3800	11068
1	8	2	0	101	1	01010pt.jpg	1	1	0	0	0	3800	11068
1	8	2	0	102	1	11111pt.jpg	1	1	0	0	0	3800	11068
1	8	2	0	103	1	01000pt.jpg	1	1	0	0	1	3800	11068
1	8	2	0	104	1	00111pt.jpg	1	1	0	0	0	3800	11068
1	8	3	1	1	0	10010.jpg	1	2	0	0	0	-100	13095
1	8	3	1	2	0	01010.jpg	1	2	0	0	0	-200	11604
1	8	3	1	3	0	00110.jpg	1	1	0	0	1	-100	3076
1	8	3	1	4	0	11111.jpg	4	1	1	1	0	-200	5075
1	8	3	1	5	0	00001.jpg	1	3	0	0	0	-300	5005
1	8	3	1	6	0	11100.jpg	2	3	0	1	0	-400	8823
1	8	3	1	7	0	10101.jpg	2	2	0	1	1	-300	13663
1	8	3	1	8	0	10110.jpg	2	1	0	1	0	-400	3348
1	8	3	1	9	0	01010.jpg	1	3	0	0	0	-500	19167
1	8	3	1	10	0	10011.jpg	3	4	1	0	0	-600	17058
1	8	3	1	11	0	00011.jpg	3	1	1	0	0	-700	8512
1	8	3	1	12	0	01110.jpg	2	2	0	1	1	-600	7605
1	8	3	1	13	0	00100.jpg	1	4	0	0	0	-700	8726
1	8	3	1	14	0	01100.jpg	2	3	0	1	0	-800	5849
1	8	3	1	15	0	11111.jpg	4	2	1	1	0	-900	9768
1	8	3	1	16	0	01011.jpg	3	1	1	0	0	-1000	9848
1	8	3	1	17	0	11001.jpg	2	1	0	1	0	-1100	10558
1	8	3	1	18	0	10110.jpg	2	2	0	1	1	-1000	12329
1	8	3	1	19	0	10001.jpg	1	3	0	0	0	-1100	4420
1	8	3	1	20	0	01000.jpg	1	3	0	0	0	-1200	4076
1	8	3	1	21	0	10111.jpg	4	2	1	1	0	-1300	2915
1	8	3	1	22	0	00111.jpg	3	4	1	0	0	-1400	8388
1	8	3	1	23	0	10101.jpg	2	2	0	1	1	-1300	7853
1	8	3	1	24	0	11010.jpg	2	1	0	1	0	-1400	7676
1	8	3	1	25	0	11110.jpg	2	2	0	1	1	-1300	4666
1	8	3	1	26	0	11101.jpg	2	1	0	1	0	-1400	13768
1	8	3	1	27	0	00111.jpg	3	4	1	0	0	-1500	4474
1	8	3	1	28	0	01110.jpg	2	4	0	1	0	-1600	5960
1	8	3	1	29	0	01101.jpg	2	3	0	1	0	-1700	12643
1	8	3	1	30	0	01001.jpg	1	3	0	0	0	-1800	4361
1	8	3	1	31	0	00001.jpg	1	1	0	0	1	-1700	2796
1	8	3	1	32	0	01000.jpg	1	1	0	0	1	-1600	4332
1	8	3	2	33	0	11000.jpg	1	1	0	0	1	-1500	7514
1	8	3	2	34	0	11110.jpg	2	2	0	1	1	-1400	2581
1	8	3	2	35	0	01011.jpg	3	2	1	0	0	-1500	14255
1	8	3	2	36	0	11011.jpg	4	3	1	1	0	-1600	5205
1	8	3	2	37	0	01111.jpg	4	4	1	1	1	-1500	7004
1	8	3	2	38	0	11010.jpg	2	3	0	1	0	-1600	8788
1	8	3	2	39	0	00101.jpg	1	1	0	0	1	-1500	6708
1	8	3	2	40	0	11101.jpg	2	1	0	1	0	-1600	4169
1	8	3	2	41	0	00110.jpg	1	4	0	0	0	-1700	7275
1	8	3	2	42	0	10010.jpg	1	3	0	0	0	-1800	7640
1	8	3	2	43	0	00010.jpg	1	1	0	0	1	-1700	2128
1	8	3	2	44	0	11000.jpg	1	1	0	0	1	-1600	4636
1	8	3	2	45	0	11100.jpg	2	2	0	1	1	-1500	4114
1	8	3	2	46	0	10011.jpg	3	3	1	0	1	-1400	7118
1	8	3	2	47	0	11011.jpg	4	1	1	1	0	-1500	7653
1	8	3	2	48	0	10010.jpg	1	3	0	0	0	-1600	3041
1	8	3	2	49	0	10111.jpg	4	4	1	1	1	-1500	10544
1	8	3	2	50	0	11000.jpg	1	1	0	0	1	-1400	3266
1	8	3	2	51	0	11010.jpg	2	1	0	1	0	-1500	8385
1	8	3	2	52	0	00000.jpg	1	1	0	0	1	-1400	5099
1	8	3	2	53	0	00000.jpg	1	1	0	0	1	-1300	2129
1	8	3	2	54	0	11110.jpg	2	2	0	1	1	-1200	2524
1	8	3	2	55	0	01111.jpg	4	2	1	1	0	-1300	3120
1	8	3	2	56	0	00010.jpg	1	3	0	0	0	-1400	16395
1	8	3	2	57	0	01100.jpg	2	2	0	1	1	-1300	4164
1	8	3	2	58	0	10101.jpg	2	2	0	1	1	-1200	4405
1	8	3	2	59	0	10001.jpg	1	1	0	0	1	-1100	4887
1	8	3	2	60	0	11001.jpg	2	1	0	1	0	-1200	2211
1	8	3	2	61	0	00100.jpg	1	2	0	0	0	-1300	3876
1	8	3	2	62	0	01010.jpg	1	3	0	0	0	-1400	19913
1	8	3	2	63	0	00011.jpg	3	1	1	0	0	-1500	8950
1	8	3	2	64	0	00110.jpg	1	4	0	0	0	-1600	5695
1	8	3	3	65	0	00100.jpg	1	2	0	0	0	-1700	6891
1	8	3	3	66	0	00101.jpg	1	2	0	0	0	-1800	2179
1	8	3	3	67	0	00101.jpg	1	1	0	0	1	-1700	1214
1	8	3	3	68	0	10100.jpg	1	2	0	0	0	-1800	5823
1	8	3	3	69	0	11001.jpg	2	2	0	1	1	-1700	8061
1	8	3	3	70	0	01011.jpg	3	3	1	0	1	-1600	5292
1	8	3	3	71	0	00001.jpg	1	1	0	0	1	-1500	6273
1	8	3	3	72	0	01100.jpg	2	2	0	1	1	-1400	4712
1	8	3	3	73	0	01111.jpg	4	4	1	1	1	-1300	4899
1	8	3	3	74	0	10100.jpg	1	2	0	0	0	-1400	6408
1	8	3	3	75	0	10000.jpg	1	1	0	0	1	-1300	3664
1	8	3	3	76	0	10011.jpg	3	3	1	0	1	-1200	4167
1	8	3	3	77	0	00111.jpg	3	4	1	0	0	-1300	3505
1	8	3	3	78	0	00011.jpg	3	3	1	0	1	-1200	3215
1	8	3	3	79	0	11101.jpg	2	2	0	1	1	-1100	7230
1	8	3	3	80	0	01110.jpg	2	4	0	1	0	-1200	4199
1	8	3	3	81	0	10100.jpg	1	4	0	0	0	-1300	7998
1	8	3	3	82	0	10000.jpg	1	1	0	0	1	-1200	16368
1	8	3	3	83	0	10001.jpg	1	1	0	0	1	-1100	1690
1	8	3	3	84	0	01001.jpg	1	1	0	0	1	-1000	3400
1	8	3	3	85	0	01101.jpg	2	2	0	1	1	-900	4456
1	8	3	3	86	0	01001.jpg	1	1	0	0	1	-800	2448
1	8	3	3	87	0	11111.jpg	4	4	1	1	1	-700	9207
1	8	3	3	88	0	01000.jpg	1	1	0	0	1	-600	2903
1	8	3	3	89	0	11100.jpg	2	2	0	1	1	-500	6291
1	8	3	3	90	0	10111.jpg	4	4	1	1	1	-400	6657
1	8	3	3	91	0	00010.jpg	1	3	0	0	0	-500	3310
1	8	3	3	92	0	10110.jpg	2	4	0	1	0	-600	11801
1	8	3	3	93	0	00000.jpg	1	1	0	0	1	-500	3620
1	8	3	3	94	0	01101.jpg	2	2	0	1	1	-400	2435
1	8	3	3	95	0	11011.jpg	4	3	1	1	0	-500	7236
1	8	3	3	96	0	10000.jpg	1	1	0	0	1	-400	3080
1	8	3	0	97	1	11111pt.jpg	1	1	0	0	0	-400	3080
1	8	3	0	98	1	10101pt.jpg	1	1	0	0	0	-400	3080
1	8	3	0	99	1	00101pt.jpg	1	1	0	0	1	-400	3080
1	8	3	0	100	1	11011pt.jpg	1	1	0	0	1	-400	3080
1	8	3	0	101	1	01000pt.jpg	1	1	0	0	1	-400	3080
1	8	3	0	102	1	01010pt.jpg	1	1	0	0	1	-400	3080
1	8	3	0	103	1	00111pt.jpg	1	1	0	0	0	-400	3080
1	8	3	0	104	1	11110pt.jpg	1	1	0	0	0	-400	3080
1	9	1	1	1	0	10111.jpg	4	3	1	1	0	-100	21396
1	9	1	1	2	0	00000.jpg	1	4	0	0	0	-200	24180
1	9	1	1	3	0	00000.jpg	1	1	0	0	1	-100	8525
1	9	1	1	4	0	01110.jpg	2	2	0	1	1	0	13608
1	9	1	1	5	0	11000.jpg	1	3	0	0	0	-100	11761
1	9	1	1	6	0	00010.jpg	2	2	0	1	1	0	14714
1	9	1	1	7	0	11011.jpg	2	4	0	1	0	-100	10173
1	9	1	1	8	0	10011.jpg	2	2	0	1	1	0	1680
1	9	1	1	9	0	10110.jpg	4	2	1	1	0	-100	1742
1	9	1	1	10	0	01000.jpg	1	1	0	0	1	0	19391
1	9	1	1	11	0	10010.jpg	2	2	0	1	1	100	3800
1	9	1	1	12	0	11111.jpg	4	4	1	1	1	200	6209
1	9	1	1	13	0	10101.jpg	3	3	1	0	1	300	3057
1	9	1	1	14	0	10100.jpg	3	1	1	0	0	200	6999
1	9	1	1	15	0	00110.jpg	2	4	0	1	0	100	5528
1	9	1	1	16	0	10110.jpg	4	4	1	1	1	200	19596
1	9	1	1	17	0	01000.jpg	1	1	0	0	1	300	4740
1	9	1	1	18	0	10000.jpg	1	3	0	0	0	200	7528
1	9	1	1	19	0	00001.jpg	1	3	0	0	0	100	17107
1	9	1	1	20	0	01100.jpg	1	3	0	0	0	0	7455
1	9	1	1	21	0	01111.jpg	2	4	0	1	0	-100	7050
1	9	1	1	22	0	10101.jpg	3	3	1	0	1	0	7476
1	9	1	1	23	0	10011.jpg	2	2	0	1	1	100	7458
1	9	1	1	24	0	11001.jpg	1	1	0	0	1	200	4640
1	9	1	1	25	0	00001.jpg	1	1	0	0	1	300	5056
1	9	1	1	26	0	11000.jpg	1	1	0	0	1	400	25366
1	9	1	1	27	0	00010.jpg	2	2	0	1	1	500	5410
1	9	1	1	28	0	11010.jpg	2	2	0	1	1	600	7330
1	9	1	1	29	0	01000.jpg	1	1	0	0	1	700	2982
1	9	1	1	30	0	00101.jpg	1	3	0	0	0	600	16663
1	9	1	1	31	0	01001.jpg	1	1	0	0	1	700	5453
1	9	1	1	32	0	11101.jpg	3	1	1	0	0	600	1821
1	9	1	2	33	0	10100.jpg	3	3	1	0	1	700	11442
1	9	1	2	34	0	00010.jpg	2	2	0	1	1	800	2939
1	9	1	2	35	0	01101.jpg	1	1	0	0	1	900	7678
1	9	1	2	36	0	00101.jpg	1	1	0	0	1	1000	1293
1	9	1	2	37	0	11111.jpg	4	4	1	1	1	1100	11906
1	9	1	2	38	0	10001.jpg	1	1	0	0	1	1200	3581
1	9	1	2	39	0	00110.jpg	2	2	0	1	1	1300	3544
1	9	1	2	40	0	00100.jpg	1	1	0	0	1	1400	5235
1	9	1	2	41	0	00100.jpg	1	1	0	0	1	1500	2130
1	9	1	2	42	0	01101.jpg	1	1	0	0	1	1600	6126
1	9	1	2	43	0	00011.jpg	2	2	0	1	1	1700	2602
1	9	1	2	44	0	00001.jpg	1	1	0	0	1	1800	2011
1	9	1	2	45	0	01110.jpg	2	2	0	1	1	1900	3532
1	9	1	2	46	0	10101.jpg	3	3	1	0	1	2000	3822
1	9	1	2	47	0	01010.jpg	2	2	0	1	1	2100	1646
1	9	1	2	48	0	01011.jpg	2	2	0	1	1	2200	2501
1	9	1	2	49	0	10010.jpg	2	2	0	1	1	2300	1138
1	9	1	2	50	0	11111.jpg	4	4	1	1	1	2400	7078
1	9	1	2	51	0	01111.jpg	2	2	0	1	1	2500	3466
1	9	1	2	52	0	10111.jpg	4	4	1	1	1	2600	1816
1	9	1	2	53	0	00111.jpg	2	2	0	1	1	2700	1352
1	9	1	2	54	0	00000.jpg	1	1	0	0	1	2800	4513
1	9	1	2	55	0	01101.jpg	1	1	0	0	1	2900	2070
1	9	1	2	56	0	11100.jpg	3	3	1	0	1	3000	5774
1	9	1	2	57	0	10111.jpg	4	4	1	1	1	3100	5175
1	9	1	2	58	0	11100.jpg	3	3	1	0	1	3200	2184
1	9	1	2	59	0	00111.jpg	2	2	0	1	1	3300	4201
1	9	1	2	60	0	00100.jpg	1	1	0	0	1	3400	1363
1	9	1	2	61	0	01001.jpg	1	1	0	0	1	3500	2381
1	9	1	2	62	0	10001.jpg	1	1	0	0	1	3600	6055
1	9	1	2	63	0	01100.jpg	1	1	0	0	1	3700	1846
1	9	1	2	64	0	10100.jpg	3	3	1	0	1	3800	11028
1	9	1	3	65	0	11110.jpg	4	4	1	1	1	3900	6908
1	9	1	3	66	0	00011.jpg	2	2	0	1	1	4000	2832
1	9	1	3	67	0	10011.jpg	2	4	0	1	0	3900	6128
1	9	1	3	68	0	10000.jpg	1	3	0	0	0	3800	4369
1	9	1	3	69	0	01011.jpg	2	2	0	1	1	3900	2596
1	9	1	3	70	0	01010.jpg	2	2	0	1	1	4000	1500
1	9	1	3	71	0	01010.jpg	2	2	0	1	1	4100	1752
1	9	1	3	72	0	10001.jpg	1	3	0	0	0	4000	6196
1	9	1	3	73	0	11001.jpg	1	1	0	0	1	4100	2003
1	9	1	3	74	0	00111.jpg	2	2	0	1	1	4200	3076
1	9	1	3	75	0	01001.jpg	1	1	0	0	1	4300	2091
1	9	1	3	76	0	00011.jpg	2	2	0	1	1	4400	2088
1	9	1	3	77	0	11010.jpg	2	4	0	1	0	4300	16933
1	9	1	3	78	0	11110.jpg	4	4	1	1	1	4400	3626
1	9	1	3	79	0	11101.jpg	3	3	1	0	1	4500	4535
1	9	1	3	80	0	11010.jpg	2	2	0	1	1	4600	4483
1	9	1	3	81	0	10110.jpg	4	4	1	1	1	4700	2760
1	9	1	3	82	0	01011.jpg	2	2	0	1	1	4800	1794
1	9	1	3	83	0	11000.jpg	1	1	0	0	1	4900	6395
1	9	1	3	84	0	10000.jpg	1	1	0	0	1	5000	4388
1	9	1	3	85	0	00110.jpg	2	2	0	1	1	5100	6070
1	9	1	3	86	0	11001.jpg	1	1	0	0	1	5200	2908
1	9	1	3	87	0	11011.jpg	2	2	0	1	1	5300	10137
1	9	1	3	88	0	01100.jpg	1	1	0	0	1	5400	3675
1	9	1	3	89	0	01111.jpg	2	2	0	1	1	5500	4818
1	9	1	3	90	0	11011.jpg	2	2	0	1	1	5600	8280
1	9	1	3	91	0	11101.jpg	3	3	1	0	1	5700	7468
1	9	1	3	92	0	10010.jpg	2	4	0	1	0	5600	7669
1	9	1	3	93	0	11110.jpg	4	4	1	1	1	5700	2482
1	9	1	3	94	0	01110.jpg	2	2	0	1	1	5800	3735
1	9	1	3	95	0	00101.jpg	1	1	0	0	1	5900	2346
1	9	1	3	96	0	11100.jpg	3	3	1	0	1	6000	4686
1	9	1	0	97	1	11011pt.jpg	3	2	1	0	1	6000	12766
1	9	1	0	98	1	11110pt.jpg	3	4	1	0	1	6000	4270
1	9	1	0	99	1	10101pt.jpg	3	3	1	0	1	6000	12167
1	9	1	0	100	1	00101pt.jpg	3	1	1	0	1	6000	13783
1	9	1	0	101	1	11111pt.jpg	3	4	1	0	1	6000	4845
1	9	1	0	102	1	01010pt.jpg	3	2	1	0	1	6000	4818
1	9	1	0	103	1	01000pt.jpg	3	1	1	0	1	6000	3072
1	9	1	0	104	1	00111pt.jpg	3	2	1	0	1	6000	7634
1	9	2	1	1	0	01010.jpg	3	3	1	0	1	100	20168
1	9	2	1	2	0	00100.jpg	1	2	0	0	0	0	8028
1	9	2	1	3	0	00000.jpg	1	1	0	0	1	100	7354
1	9	2	1	4	0	10100.jpg	2	2	0	1	1	200	9413
1	9	2	1	5	0	01101.jpg	2	1	0	1	0	100	9630
1	9	2	1	6	0	00011.jpg	3	3	1	0	1	200	4316
1	9	2	1	7	0	10000.jpg	1	2	0	0	0	100	4505
1	9	2	1	8	0	00001.jpg	1	1	0	0	1	200	11670
1	9	2	1	9	0	11000.jpg	2	1	0	1	0	100	3387
1	9	2	1	10	0	11011.jpg	4	3	1	1	0	0	5902
1	9	2	1	11	0	10101.jpg	2	2	0	1	1	100	12865
1	9	2	1	12	0	11100.jpg	2	2	0	1	1	200	32878
1	9	2	1	13	0	10011.jpg	3	3	1	0	1	300	2260
1	9	2	1	14	0	10001.jpg	1	2	0	0	0	200	11091
1	9	2	1	15	0	11000.jpg	2	1	0	1	0	100	6143
1	9	2	1	16	0	01110.jpg	4	2	1	1	0	0	4268
1	9	2	1	17	0	01101.jpg	2	2	0	1	1	100	2328
1	9	2	1	18	0	01011.jpg	3	3	1	0	1	200	1882
1	9	2	1	19	0	00100.jpg	1	2	0	0	0	100	2545
1	9	2	1	20	0	10100.jpg	2	2	0	1	1	200	4011
1	9	2	1	21	0	00110.jpg	3	4	1	0	0	100	4388
1	9	2	1	22	0	11010.jpg	4	4	1	1	1	200	4211
1	9	2	1	23	0	01001.jpg	1	1	0	0	1	300	10947
1	9	2	1	24	0	01100.jpg	2	1	0	1	0	200	13798
1	9	2	1	25	0	11111.jpg	4	3	1	1	0	100	5183
1	9	2	1	26	0	00101.jpg	1	2	0	0	0	0	3808
1	9	2	1	27	0	10001.jpg	1	2	0	0	0	-100	3887
1	9	2	1	28	0	00110.jpg	3	4	1	0	0	-200	5580
1	9	2	1	29	0	01001.jpg	1	1	0	0	1	-100	5389
1	9	2	1	30	0	11010.jpg	4	3	1	1	0	-200	3599
1	9	2	1	31	0	10111.jpg	4	3	1	1	0	-300	10085
1	9	2	1	32	0	11000.jpg	2	1	0	1	0	-400	7962
1	9	2	2	33	0	00011.jpg	3	4	1	0	0	-500	7245
1	9	2	2	34	0	01101.jpg	2	1	0	1	0	-600	9474
1	9	2	2	35	0	00111.jpg	3	3	1	0	1	-500	5578
1	9	2	2	36	0	11110.jpg	4	4	1	1	1	-400	2523
1	9	2	2	37	0	01110.jpg	4	3	1	1	0	-500	3719
1	9	2	2	38	0	11101.jpg	2	2	0	1	1	-400	4904
1	9	2	2	39	0	11101.jpg	2	2	0	1	1	-300	2869
1	9	2	2	40	0	01010.jpg	3	3	1	0	1	-200	9107
1	9	2	2	41	0	01000.jpg	1	1	0	0	1	-100	1633
1	9	2	2	42	0	10010.jpg	3	3	1	0	1	0	8504
1	9	2	2	43	0	00011.jpg	3	3	1	0	1	100	7318
1	9	2	2	44	0	00110.jpg	3	4	1	0	0	0	6978
1	9	2	2	45	0	10010.jpg	3	4	1	0	0	-100	8284
1	9	2	2	46	0	10011.jpg	3	3	1	0	1	0	2488
1	9	2	2	47	0	10110.jpg	4	4	1	1	1	100	1888
1	9	2	2	48	0	01100.jpg	2	2	0	1	1	200	4252
1	9	2	2	49	0	01000.jpg	1	1	0	0	1	300	1410
1	9	2	2	50	0	00010.jpg	3	3	1	0	1	400	5572
1	9	2	2	51	0	01110.jpg	4	3	1	1	0	300	11342
1	9	2	2	52	0	01100.jpg	2	2	0	1	1	400	4022
1	9	2	2	53	0	00100.jpg	1	2	0	0	0	300	3006
1	9	2	2	54	0	10101.jpg	2	2	0	1	1	400	16791
1	9	2	2	55	0	01111.jpg	4	3	1	1	0	300	3599
1	9	2	2	56	0	11100.jpg	2	2	0	1	1	400	3526
1	9	2	2	57	0	10110.jpg	4	4	1	1	1	500	4050
1	9	2	2	58	0	00010.jpg	3	3	1	0	1	600	7224
1	9	2	2	59	0	00010.jpg	3	3	1	0	1	700	3697
1	9	2	2	60	0	10100.jpg	2	2	0	1	1	800	2598
1	9	2	2	61	0	10101.jpg	2	2	0	1	1	900	1238
1	9	2	2	62	0	11001.jpg	2	1	0	1	0	800	1326
1	9	2	2	63	0	10000.jpg	1	1	0	0	1	900	4154
1	9	2	2	64	0	01011.jpg	3	2	1	0	0	800	6013
1	9	2	3	65	0	11111.jpg	4	4	1	1	1	900	5852
1	9	2	3	66	0	01111.jpg	4	4	1	1	1	1000	4748
1	9	2	3	67	0	11110.jpg	4	4	1	1	1	1100	1333
1	9	2	3	68	0	00101.jpg	1	2	0	0	0	1000	4383
1	9	2	3	69	0	10000.jpg	1	1	0	0	1	1100	5368
1	9	2	3	70	0	11110.jpg	4	4	1	1	1	1200	3218
1	9	2	3	71	0	01111.jpg	4	4	1	1	1	1300	3362
1	9	2	3	72	0	00000.jpg	1	1	0	0	1	1400	1538
1	9	2	3	73	0	11101.jpg	2	2	0	1	1	1500	2894
1	9	2	3	74	0	11001.jpg	2	1	0	1	0	1400	5931
1	9	2	3	75	0	11001.jpg	2	2	0	1	1	1500	1750
1	9	2	3	76	0	10110.jpg	4	4	1	1	1	1600	1793
1	9	2	3	77	0	10011.jpg	3	3	1	0	1	1700	2224
1	9	2	3	78	0	10111.jpg	4	4	1	1	1	1800	1137
1	9	2	3	79	0	10010.jpg	3	3	1	0	1	1900	1364
1	9	2	3	80	0	11111.jpg	4	4	1	1	1	2000	983
1	9	2	3	81	0	00111.jpg	3	4	1	0	0	1900	1887
1	9	2	3	82	0	00101.jpg	1	2	0	0	0	1800	4539
1	9	2	3	83	0	00111.jpg	3	3	1	0	1	1900	6182
1	9	2	3	84	0	01001.jpg	1	1	0	0	1	2000	2060
1	9	2	3	85	0	10111.jpg	4	4	1	1	1	2100	1586
1	9	2	3	86	0	01010.jpg	3	3	1	0	1	2200	5739
1	9	2	3	87	0	00001.jpg	1	1	0	0	1	2300	13503
1	9	2	3	88	0	11010.jpg	4	3	1	1	0	2200	5355
1	9	2	3	89	0	11011.jpg	4	3	1	1	0	2100	4852
1	9	2	3	90	0	01011.jpg	3	3	1	0	1	2200	8034
1	9	2	3	91	0	11100.jpg	2	2	0	1	1	2300	5601
1	9	2	3	92	0	10001.jpg	1	2	0	0	0	2200	5363
1	9	2	3	93	0	11011.jpg	4	4	1	1	1	2300	6515
1	9	2	3	94	0	00001.jpg	1	1	0	0	1	2400	1711
1	9	2	3	95	0	01000.jpg	1	1	0	0	1	2500	2467
1	9	2	3	96	0	00000.jpg	1	1	0	0	1	2600	1065
1	9	2	0	97	1	01010pt.jpg	1	1	0	0	0	2600	1065
1	9	2	0	98	1	11110pt.jpg	1	1	0	0	1	2600	1065
1	9	2	0	99	1	00101pt.jpg	1	1	0	0	1	2600	1065
1	9	2	0	100	1	01000pt.jpg	1	1	0	0	1	2600	1065
1	9	2	0	101	1	10101pt.jpg	1	1	0	0	1	2600	1065
1	9	2	0	102	1	00111pt.jpg	1	1	0	0	0	2600	1065
1	9	2	0	103	1	11011pt.jpg	1	1	0	0	0	2600	1065
1	9	2	0	104	1	11111pt.jpg	1	1	0	0	1	2600	1065
1	9	3	1	1	0	10111.jpg	4	4	1	1	1	100	3984
1	9	3	1	2	0	01010.jpg	1	2	0	0	0	0	5903
1	9	3	1	3	0	11100.jpg	2	1	0	1	0	-100	7843
1	9	3	1	4	0	10100.jpg	1	2	0	0	0	-200	2467
1	9	3	1	5	0	00111.jpg	3	3	1	0	1	-100	8424
1	9	3	1	6	0	11101.jpg	2	1	0	1	0	-200	5778
1	9	3	1	7	0	00011.jpg	3	2	1	0	0	-300	5666
1	9	3	1	8	0	01001.jpg	1	3	0	0	0	-400	8721
1	9	3	1	9	0	10110.jpg	2	4	0	1	0	-500	2836
1	9	3	1	10	0	11010.jpg	2	3	0	1	0	-600	4163
1	9	3	1	11	0	01000.jpg	1	2	0	0	0	-700	5701
1	9	3	1	12	0	11010.jpg	2	2	0	1	1	-600	6330
1	9	3	1	13	0	11110.jpg	2	2	0	1	1	-500	1645
1	9	3	1	14	0	11011.jpg	4	3	1	1	0	-600	5059
1	9	3	1	15	0	01111.jpg	4	4	1	1	1	-500	4985
1	9	3	1	16	0	00100.jpg	1	1	0	0	1	-400	1361
1	9	3	1	17	0	00111.jpg	3	4	1	0	0	-500	4029
1	9	3	1	18	0	11100.jpg	2	1	0	1	0	-600	1323
1	9	3	1	19	0	01100.jpg	2	1	0	1	0	-700	1119
1	9	3	1	20	0	10100.jpg	1	2	0	0	0	-800	587
1	9	3	1	21	0	00110.jpg	1	4	0	0	0	-900	9419
1	9	3	1	22	0	11100.jpg	2	1	0	1	0	-1000	10419
1	9	3	1	23	0	10011.jpg	3	2	1	0	0	-1100	7236
1	9	3	1	24	0	10000.jpg	1	1	0	0	1	-1000	3730
1	9	3	1	25	0	01111.jpg	4	3	1	1	0	-1100	4710
1	9	3	1	26	0	10110.jpg	2	2	0	1	1	-1000	3704
1	9	3	1	27	0	10000.jpg	1	1	0	0	1	-900	7445
1	9	3	1	28	0	10001.jpg	1	2	0	0	0	-1000	1276
1	9	3	1	29	0	01100.jpg	2	1	0	1	0	-1100	1226
1	9	3	1	30	0	10001.jpg	1	1	0	0	1	-1000	1050
1	9	3	1	31	0	00101.jpg	1	2	0	0	0	-1100	1041
1	9	3	1	32	0	10101.jpg	2	1	0	1	0	-1200	808
1	9	3	2	33	0	01001.jpg	1	1	0	0	1	-1100	1817
1	9	3	2	34	0	01100.jpg	2	1	0	1	0	-1200	1425
1	9	3	2	35	0	01101.jpg	2	1	0	1	0	-1300	3145
1	9	3	2	36	0	00001.jpg	1	2	0	0	0	-1400	1285
1	9	3	2	37	0	10011.jpg	3	3	1	0	1	-1300	7490
1	9	3	2	38	0	11111.jpg	4	4	1	1	1	-1200	5039
1	9	3	2	39	0	11110.jpg	2	2	0	1	1	-1100	3421
1	9	3	2	40	0	00100.jpg	1	2	0	0	0	-1200	3278
1	9	3	2	41	0	00000.jpg	1	2	0	0	0	-1300	2411
1	9	3	2	42	0	11101.jpg	2	1	0	1	0	-1400	2371
1	9	3	2	43	0	10111.jpg	4	4	1	1	1	-1300	4172
1	9	3	2	44	0	00011.jpg	3	3	1	0	1	-1200	3005
1	9	3	2	45	0	00010.jpg	1	2	0	0	0	-1300	3432
1	9	3	2	46	0	00001.jpg	1	1	0	0	1	-1200	6246
1	9	3	2	47	0	10100.jpg	1	1	0	0	1	-1100	1590
1	9	3	2	48	0	10111.jpg	4	4	1	1	1	-1000	4166
1	9	3	2	49	0	11000.jpg	1	2	0	0	0	-1100	6911
1	9	3	2	50	0	11000.jpg	1	2	0	0	0	-1200	1764
1	9	3	2	51	0	00011.jpg	3	3	1	0	1	-1100	8677
1	9	3	2	52	0	11000.jpg	1	1	0	0	1	-1000	4484
1	9	3	2	53	0	01011.jpg	3	3	1	0	1	-900	1442
1	9	3	2	54	0	00010.jpg	1	3	0	0	0	-1000	4026
1	9	3	2	55	0	01101.jpg	2	1	0	1	0	-1100	2417
1	9	3	2	56	0	11010.jpg	2	2	0	1	1	-1000	1936
1	9	3	2	57	0	01000.jpg	1	1	0	0	1	-900	1341
1	9	3	2	58	0	00000.jpg	1	2	0	0	0	-1000	2223
